mileage;make;model;fuel;gear;offerType;price;hp;year;name
9828;Opel;Astra;Gasoline;Manual;Used;18950;145;2020;Opel Astra
5;Opel;Corsa;Gasoline;Automatic;Pre-registered;18970;131;2020;Opel Corsa
5;Fiat;500X;Diesel;Manual;Pre-registered;18970;114;2020;Fiat 500X
5;Fiat;500X;Diesel;Manual;Pre-registered;18970;114;2020;Fiat 500X
5;Fiat;500X;Diesel;Manual;Pre-registered;18970;114;2020;Fiat 500X
292000;Hyundai;i30;Diesel;Manual;Used;3390;90;2011;Hyundai i30
216000;Opel;Meriva;Diesel;Manual;Used;3399;110;2011;Opel Meriva
135000;Opel;Corsa;Gasoline;Manual;Used;3400;87;2011;Opel Corsa
135628;Peugeot;207;Gasoline;Manual;Used;3400;156;2011;Peugeot 207
121000;Ford;Fusion;Gasoline;Manual;Used;3400;80;2011;Ford Fusion
222500;Ford;Focus;Diesel;Manual;Used;3450;109;2011;Ford Focus
61000;Chevrolet;Spark;Gasoline;Manual;Used;3450;68;2011;Chevrolet Spark
125000;Renault;Twingo;Gasoline;Manual;Used;3450;75;2011;Renault Twingo
128000;Opel;Corsa;Gasoline;Manual;Used;3450;69;2011;Opel Corsa
96239;Ford;Ka/Ka+;Gasoline;Manual;Used;3479;69;2011;Ford Ka/Ka+
75535;Hyundai;i20;Gasoline;Manual;Used;3490;77;2011;Hyundai i20
131000;Opel;Corsa;Gasoline;Manual;Used;3499;69;2011;Opel Corsa
100000;Skoda;Fabia;Gasoline;Manual;Used;3499;60;2011;Skoda Fabia
121000;Dacia;Sandero;Gasoline;Manual;Used;3500;84;2011;Dacia Sandero
58000;Renault;Twingo;Gasoline;Manual;Used;3500;75;2011;Renault Twingo
103200;Peugeot;207;Gasoline;Manual;Used;3500;95;2011;Peugeot 207
89000;Dacia;Sandero;Gasoline;Manual;Used;3500;75;2011;Dacia Sandero
183000;Hyundai;i30;Diesel;Manual;Used;3550;90;2011;Hyundai i30
130000;Citroen;C1;Gasoline;Manual;Used;3599;68;2011;Citroen C1
139500;Ford;Fiesta;Gasoline;Manual;Used;3600;82;2011;Ford Fiesta
97000;Renault;Twingo;Gasoline;Manual;Used;3600;75;2012;Renault Twingo
111260;Peugeot;206;Gasoline;Manual;Used;3680;60;2012;Peugeot 206
102000;smart;forTwo;Gasoline;Manual;Used;3700;61;2012;smart forTwo
79000;Renault;Twingo;Gasoline;Manual;Used;3700;75;2012;Renault Twingo
60798;Ford;Ka/Ka+;Gasoline;Manual;Used;3750;69;2012;Ford Ka/Ka+
95200;Fiat;Punto;Gasoline;Manual;Used;3799;69;2012;Fiat Punto
103414;Volkswagen;up!;Gasoline;Manual;Used;3800;60;2012;Volkswagen up!
114000;Kia;Picanto;Gasoline;Manual;Used;3800;69;2012;Kia Picanto
104000;SEAT;Ibiza;Gasoline;Manual;Used;3800;69;2012;SEAT Ibiza
94000;Hyundai;i10;Gasoline;Manual;Used;3850;69;2012;Hyundai i10
142502;Skoda;Fabia;Diesel;Manual;Used;3888;75;2012;Skoda Fabia
140000;Nissan;Micra;Gasoline;Manual;Used;3950;98;2012;Nissan Micra
72000;Peugeot;206;Gasoline;Manual;Used;3950;73;2012;Peugeot 206
173650;Ford;Fiesta;Diesel;Manual;Used;3950;95;2012;Ford Fiesta
92000;Chevrolet;Spark;Gasoline;Manual;Used;3950;82;2012;Chevrolet Spark
79000;Mitsubishi;Colt;Gasoline;Manual;Used;3950;75;2012;Mitsubishi Colt
133249;Ford;Ka/Ka+;Gasoline;Manual;Used;3950;69;2012;Ford Ka/Ka+
110576;Opel;Corsa;Gasoline;Manual;Used;3987;69;2012;Opel Corsa
112000;Kia;Picanto;Gasoline;Manual;Used;3990;69;2012;Kia Picanto
36000;Citroen;C1;Gasoline;Manual;Used;4200;68;2013;Citroen C1
74100;Hyundai;i10;Gasoline;Manual;Used;4290;69;2013;Hyundai i10
160000;Opel;Zafira;Diesel;Manual;Used;4290;125;2013;Opel Zafira
114253;Opel;Corsa;Gasoline;Manual;Used;4290;69;2013;Opel Corsa
50800;Chevrolet;Spark;Gasoline;Manual;Used;4300;68;2013;Chevrolet Spark
90469;Skoda;Citigo;Gasoline;Manual;Used;4300;60;2013;Skoda Citigo
106322;Hyundai;i20;Gasoline;Manual;Used;4399;86;2013;Hyundai i20
127000;Volkswagen;up!;Gasoline;Manual;Used;4400;60;2013;Volkswagen up!
64200;Renault;ZOE;Electric;Automatic;Used;4400;88;2013;Renault ZOE
63500;Renault;Twingo;Gasoline;Manual;Used;4444;75;2013;Renault Twingo
52000;Renault;Twingo;Gasoline;Manual;Used;4450;75;2013;Renault Twingo
97742;Skoda;Citigo;Gasoline;Manual;Used;4450;60;2013;Skoda Citigo
84400;SEAT;Mii;Gasoline;Manual;Used;4450;60;2013;SEAT Mii
179000;Ford;Mondeo;Diesel;Automatic;Used;4450;140;2013;Ford Mondeo
78944;Renault;Twingo;Gasoline;Manual;Used;4490;75;2013;Renault Twingo
78270;Chevrolet;Spark;Gasoline;Manual;Used;4490;68;2013;Chevrolet Spark
100000;Fiat;Fiorino;Diesel;Manual;Used;4490;75;2013;Fiat Fiorino
86000;Mitsubishi;Colt;Gasoline;Manual;Used;4490;75;2013;Mitsubishi Colt
107600;Kia;Picanto;Gasoline;Manual;Used;4499;69;2013;Kia Picanto
102000;Hyundai;i20;Gasoline;Manual;Used;4499;86;2013;Hyundai i20
77200;Opel;Corsa;Gasoline;Manual;Used;4650;69;2014;Opel Corsa
125100;smart;forTwo;Gasoline;Automatic;Used;4660;71;2014;smart forTwo
238000;Ford;Focus;Diesel;Manual;Used;4700;116;2014;Ford Focus
63000;Renault;Twingo;Gasoline;Manual;Used;4750;75;2014;Renault Twingo
104473;Skoda;Fabia;Gasoline;Manual;Used;4800;60;2014;Skoda Fabia
126000;Opel;Insignia;Diesel;Manual;Used;4850;140;2014;Opel Insignia
76000;Opel;Corsa;Gasoline;Manual;Used;4888;69;2014;Opel Corsa
150900;Skoda;Fabia;Gasoline;Manual;Used;4899;60;2014;Skoda Fabia
131795;Opel;Corsa;Gasoline;Manual;Used;4900;87;2014;Opel Corsa
53000;Kia;Picanto;Gasoline;Manual;Used;4900;69;2014;Kia Picanto
60000;Chevrolet;Spark;Gasoline;Manual;Used;4900;68;2014;Chevrolet Spark
97691;Hyundai;i10;Gasoline;Manual;Used;4944;67;2014;Hyundai i10
90000;Fiat;Panda;Gasoline;Manual;Used;4950;69;2014;Fiat Panda
116840;Dacia;Lodgy;Gasoline;Manual;Used;4950;116;2014;Dacia Lodgy
138000;Peugeot;208;Diesel;Manual;Used;4950;68;2014;Peugeot 208
25000;Chevrolet;Spark;Gasoline;Manual;Used;4990;68;2014;Chevrolet Spark
146444;Dacia;Sandero;Gasoline;Manual;Used;4990;90;2014;Dacia Sandero
48480;Chevrolet;Spark;Gasoline;Manual;Used;4990;68;2014;Chevrolet Spark
116000;Skoda;Fabia;Gasoline;Manual;Used;4990;60;2014;Skoda Fabia
182000;Hyundai;i10;Gasoline;Manual;Used;3450;69;2015;Hyundai i10
182000;Hyundai;i10;LPG;Manual;Used;3450;69;2015;Hyundai i10
175000;Hyundai;i10;LPG;Manual;Used;3451;69;2015;Hyundai i10
175000;Hyundai;i10;Gasoline;Manual;Used;3451;69;2015;Hyundai i10
115000;Citroen;C1;Gasoline;Manual;Used;3990;69;2015;Citroen C1
349000;Dacia;Dokker;Diesel;Manual;Used;3990;90;2015;Dacia Dokker
108600;SEAT;Mii;Gasoline;Manual;Used;4490;60;2015;SEAT Mii
83600;Fiat;Punto Evo;Gasoline;Manual;Used;4500;69;2015;Fiat Punto Evo
100000;Hyundai;i10;Gasoline;Manual;Used;4799;67;2015;Hyundai i10
118000;Nissan;Micra;Gasoline;Manual;Used;4799;80;2015;Nissan Micra
100000;Volkswagen;up!;Gasoline;Manual;Used;4799;60;2015;Volkswagen up!
147000;Hyundai;i10;Gasoline;Manual;Used;4800;67;2015;Hyundai i10
61000;Mitsubishi;Space Star;Gasoline;Manual;Used;4800;71;2015;Mitsubishi Space Star
108900;Skoda;Citigo;Gasoline;Manual;Used;4890;75;2015;Skoda Citigo
93395;Skoda;Citigo;Gasoline;Manual;Used;4890;60;2015;Skoda Citigo
108322;Fiat;Punto;Gasoline;Manual;Used;4895;77;2015;Fiat Punto
80272;Fiat;Punto;Gasoline;Manual;Used;4900;69;2015;Fiat Punto
264000;Renault;Clio;Diesel;Manual;Used;4950;90;2015;Renault Clio
111000;SEAT;Mii;Gasoline;Manual;Used;4999;60;2015;SEAT Mii
84000;Mitsubishi;Space Star;Gasoline;Manual;Used;4999;71;2015;Mitsubishi Space Star
55000;Toyota;Auris;Electric;Manual;Used;11760;116;2016;Toyota Auris
46675;Volkswagen;Golf;Gasoline;Manual;Used;12190;110;2016;Volkswagen Golf
46543;MINI;One;Gasoline;Manual;Used;12195;102;2016;MINI One
51724;Volkswagen;Polo Cross;Gasoline;Automatic;Used;12855;90;2016;Volkswagen Polo Cross
51000;Kia;Soul;Gasoline;Manual;Used;12860;132;2016;Kia Soul
90000;Mazda;3;Gasoline;Manual;Used;12990;165;2016;Mazda 3
77390;MINI;Cooper D;Diesel;Manual;Used;12995;116;2016;MINI Cooper D
90100;Mitsubishi;ASX;Gasoline;Manual;Used;13450;117;2016;Mitsubishi ASX
66420;SEAT;Ibiza;Gasoline;Manual;Used;13722;192;2016;SEAT Ibiza
47239;Volkswagen;Passat;Gasoline;Manual;Used;13855;125;2016;Volkswagen Passat
61534;Toyota;Auris;Electric/Gasoline;Automatic;Used;13860;136;2016;Toyota Auris
168200;Skoda;Octavia;Diesel;Manual;Used;13950;184;2016;Skoda Octavia
32239;Volkswagen;Golf Sportsvan;Gasoline;Automatic;Used;13950;110;2016;Volkswagen Golf Sportsvan
68375;Subaru;XV;Diesel;Manual;Used;13990;147;2016;Subaru XV
200;SEAT;Leon;Gasoline;Manual;Used;13990;110;2016;SEAT Leon
25000;SEAT;Leon;Gasoline;Manual;Used;13990;125;2016;SEAT Leon
17783;Opel;Zafira;Gasoline;Manual;Used;13995;140;2016;Opel Zafira
47000;Mazda;CX-3;Diesel;Manual;Used;14200;105;2016;Mazda CX-3
112278;Volkswagen;Golf;Diesel;Manual;Used;14300;150;2016;Volkswagen Golf
85068;Opel;Zafira Tourer;Diesel;Automatic;Used;14488;131;2016;Opel Zafira Tourer
53554;Audi;Q5;Diesel;Automatic;Used;30220;190;2017;Audi Q5
73800;Mercedes-Benz;E 250;Gasoline;Automatic;Used;30777;211;2017;Mercedes-Benz E 250
16500;Mercedes-Benz;E 220;Diesel;Automatic;Used;30888;194;2017;Mercedes-Benz E 220
67500;Mercedes-Benz;E 220;Diesel;Automatic;Used;30888;194;2017;Mercedes-Benz E 220
27000;Ford;Kuga;Diesel;Automatic;Used;31690;179;2017;Ford Kuga
43571;Mercedes-Benz;C 220;Diesel;Automatic;Used;31950;170;2017;Mercedes-Benz C 220
50000;Mercedes-Benz;GLC 250;Diesel;Automatic;Used;32666;204;2017;Mercedes-Benz GLC 250
94277;Volkswagen;Touareg;Diesel;Automatic;Used;32790;262;2017;Volkswagen Touareg
29973;Audi;A4;Gasoline;Automatic;Used;33650;252;2017;Audi A4
20376;Volkswagen;Tiguan;Gasoline;Automatic;Used;33815;220;2017;Volkswagen Tiguan
79371;Volvo;XC90;Diesel;Automatic;Used;37970;235;2017;Volvo XC90
74296;BMW;540;Gasoline;Automatic;Used;37990;340;2017;BMW 540
54545;Mercedes-Benz;C 43 AMG;Gasoline;Automatic;Used;38590;367;2017;Mercedes-Benz C 43 AMG
9990;Ford;Ranger;Diesel;Automatic;Used;39270;200;2017;Ford Ranger
41737;Audi;SQ5;Diesel;Automatic;Used;39950;340;2017;Audi SQ5
42958;Audi;Q7;Diesel;Automatic;Used;40990;218;2017;Audi Q7
53272;Audi;A6;Diesel;Automatic;Used;41590;326;2017;Audi A6
53600;Audi;S5;Gasoline;Automatic;Used;47890;354;2017;Audi S5
109500;Mercedes-Benz;GLE 350;Diesel;Automatic;Used;53590;258;2017;Mercedes-Benz GLE 350
18500;Mercedes-Benz;E 43 AMG;Gasoline;Automatic;Used;54888;401;2017;Mercedes-Benz E 43 AMG
53966;Volvo;XC60;Diesel;Automatic;Used;31770;190;2018;Volvo XC60
74749;Volkswagen;Tiguan;Gasoline;Automatic;Used;31858;220;2018;Volkswagen Tiguan
74370;Volkswagen;Tiguan;Diesel;Automatic;Used;31990;239;2018;Volkswagen Tiguan
14629;Audi;Q3;Gasoline;Automatic;Used;32450;179;2018;Audi Q3
23573;Volkswagen;Tiguan;Diesel;Automatic;Used;32490;190;2018;Volkswagen Tiguan
31560;Volkswagen;Arteon;Diesel;Automatic;Used;32592;190;2018;Volkswagen Arteon
80695;Volkswagen;Tiguan;Gasoline;Automatic;Used;32802;220;2018;Volkswagen Tiguan
40365;Volvo;XC90;Diesel;Automatic;Used;33660;235;2018;Volvo XC90
39635;Volvo;XC60;Diesel;Automatic;Used;33880;190;2018;Volvo XC60
60203;Volvo;V90;Diesel;Automatic;Used;33960;235;2018;Volvo V90
48401;Volkswagen;Sharan;Diesel;Automatic;Used;33980;184;2018;Volkswagen Sharan
48404;Volvo;XC60;Diesel;Automatic;Used;33990;235;2018;Volvo XC60
38403;Volvo;XC40;Diesel;Automatic;Used;34480;190;2018;Volvo XC40
87233;Volvo;XC60;Diesel;Automatic;Used;34790;235;2018;Volvo XC60
90671;Volvo;XC90;Diesel;Automatic;Used;34880;235;2018;Volvo XC90
37427;Volvo;V60;Gasoline;Automatic;Used;34920;310;2018;Volvo V60
74731;Volvo;XC60;Diesel;Automatic;Used;34930;235;2018;Volvo XC60
48350;Volvo;XC60;Diesel;Automatic;Used;34940;190;2018;Volvo XC60
67222;Volvo;V90 Cross Country;Diesel;Automatic;Used;35770;190;2018;Volvo V90 Cross Country
69376;Volvo;XC90;Diesel;Automatic;Used;35880;235;2018;Volvo XC90
26161;Volvo;V60;Gasoline;Automatic;Used;33950;310;2019;Volvo V60
52673;Audi;A6;Diesel;Automatic;Used;33960;204;2019;Audi A6
14973;Ford;Galaxy;Diesel;Automatic;Used;33990;190;2019;Ford Galaxy
2473;Volvo;S60;Gasoline;Automatic;Used;34390;190;2019;Volvo S60
36691;Volkswagen;T6 Caravelle;Diesel;Automatic;Used;34500;150;2019;Volkswagen T6 Caravelle
25178;Volkswagen;Tiguan;Diesel;Automatic;Used;34980;190;2019;Volkswagen Tiguan
13370;Volkswagen;Tiguan;Diesel;Automatic;Used;35435;239;2019;Volkswagen Tiguan
24027;Audi;A6;Diesel;Automatic;Used;35440;204;2019;Audi A6
15522;Volkswagen;Golf;Gasoline;Automatic;Used;35870;300;2019;Volkswagen Golf
27289;Volkswagen;T6 Caravelle;Diesel;Automatic;Used;35900;150;2019;Volkswagen T6 Caravelle
13390;Volvo;XC60;Diesel;Automatic;Used;35990;190;2019;Volvo XC60
1850;Hyundai;Santa Fe;Diesel;Automatic;Used;35990;200;2019;Hyundai Santa Fe
11302;Volvo;XC60;Diesel;Automatic;Used;36440;190;2019;Volvo XC60
9950;BMW;320;Gasoline;Automatic;Used;36685;184;2019;BMW 320
42608;Volvo;V90;Gasoline;Automatic;Used;36790;250;2019;Volvo V90
7750;Volkswagen;Sharan;Diesel;Automatic;Used;36850;177;2019;Volkswagen Sharan
20710;BMW;140;Gasoline;Automatic;Used;36880;340;2019;BMW 140
22110;Volvo;XC60;Gasoline;Automatic;Used;36980;190;2019;Volvo XC60
12845;Audi;A6;Diesel;Automatic;Used;37390;163;2019;Audi A6
18880;Volkswagen;Passat Variant;Gasoline;Automatic;Used;37590;272;2019;Volkswagen Passat Variant
13778;Mercedes-Benz;CLA 180;Gasoline;Manual;Used;27790;136;2020;Mercedes-Benz CLA 180
11029;Volkswagen;Golf;Gasoline;Manual;Used;27852;150;2020;Volkswagen Golf
19794;Volkswagen;Tiguan;Gasoline;Manual;Used;27890;150;2020;Volkswagen Tiguan
6748;Volkswagen;T-Roc;Gasoline;Automatic;Used;27891;150;2020;Volkswagen T-Roc
15560;SEAT;Leon;Gasoline;Automatic;Demonstration;27950;150;2020;SEAT Leon
9439;Audi;A1;Gasoline;Automatic;Used;27960;150;2020;Audi A1
15856;Ford;Focus;Gasoline;Manual;Used;28190;280;2020;Ford Focus
10;Jeep;Compass;Gasoline;Automatic;Pre-registered;28249;170;2020;Jeep Compass
9999;Volkswagen;T-Cross;Gasoline;Automatic;Used;28328;150;2020;Volkswagen T-Cross
16643;Volkswagen;Passat Variant;Gasoline;Automatic;Used;28360;190;2020;Volkswagen Passat Variant
37999;Audi;Q3;Gasoline;Automatic;Demonstration;28440;150;2020;Audi Q3
29815;Audi;A1;Gasoline;Automatic;Used;28690;150;2020;Audi A1
10;SEAT;Leon;Gasoline;Automatic;Pre-registered;28780;150;2020;SEAT Leon
4444;SEAT;Ateca;Gasoline;Automatic;Pre-registered;28790;150;2020;SEAT Ateca
11397;Audi;A3;Electric/Gasoline;Automatic;Used;28880;204;2020;Audi A3
27351;Skoda;Superb;Diesel;Automatic;Used;28969;190;2020;Skoda Superb
10;SEAT;Ateca;Gasoline;Automatic;Pre-registered;29390;150;2020;SEAT Ateca
15;Nissan;X-Trail;Diesel;Automatic;Employee's car;29490;150;2020;Nissan X-Trail
10;Fiat;Talento;Diesel;Manual;Used;29630;145;2020;Fiat Talento
4230;Volkswagen;Tiguan;Diesel;Manual;Used;29739;150;2020;Volkswagen Tiguan
10;Volkswagen;Tiguan;Gasoline;Manual;Pre-registered;28690;150;2021;Volkswagen Tiguan
15;Volkswagen;T-Roc;Gasoline;Automatic;Pre-registered;28890;150;2021;Volkswagen T-Roc
10;Opel;Combo;Diesel;Automatic;Demonstration;28950;131;2021;Opel Combo
10;Volkswagen;Tiguan;Gasoline;Manual;Pre-registered;28990;150;2021;Volkswagen Tiguan
10;Volkswagen;Tiguan;Gasoline;Manual;Pre-registered;28990;150;2021;Volkswagen Tiguan
1500;Nissan;E-NV200;Electric;Automatic;Demonstration;29190;109;2021;Nissan E-NV200
25;Volkswagen;Golf;Electric/Gasoline;Automatic;Pre-registered;29890;150;2021;Volkswagen Golf
15;Kia;Ceed / cee'd;Gasoline;Automatic;Pre-registered;29990;204;2021;Kia Ceed / cee'd
10;Jeep;Compass;Gasoline;Automatic;Pre-registered;30489;150;2021;Jeep Compass
4900;Peugeot;508;Diesel;Automatic;Demonstration;30773;131;2021;Peugeot 508
10;Volkswagen;Tiguan;Gasoline;Automatic;Used;31220;150;2021;Volkswagen Tiguan
1500;Mazda;MX-5;Gasoline;Manual;Demonstration;31445;184;2021;Mazda MX-5
35;Audi;Q2;Gasoline;Automatic;Pre-registered;31490;150;2021;Audi Q2
25;Volkswagen;Tiguan;Gasoline;Automatic;Pre-registered;31490;150;2021;Volkswagen Tiguan
10;Skoda;Superb;Electric/Gasoline;Automatic;Pre-registered;31490;218;2021;Skoda Superb
10;Subaru;Forester;Electric/Gasoline;Automatic;Pre-registered;31785;150;2021;Subaru Forester
1001;Volkswagen;Transporter;Diesel;Manual;Used;31920;110;2021;Volkswagen Transporter
3000;Opel;Mokka;Electric;Automatic;Used;31950;136;2021;Opel Mokka
1000;Opel;Mokka;Electric;Automatic;Used;31950;136;2021;Opel Mokka
20;Volkswagen;Tiguan;Gasoline;Automatic;Employee's car;31990;150;2021;Volkswagen Tiguan
107300;Opel;Astra;Gasoline;Manual;Used;6500;116;2011;Opel Astra
303000;Skoda;Superb;Diesel;Automatic;Used;6500;140;2011;Skoda Superb
250810;Mercedes-Benz;C 200;Diesel;Manual;Used;6500;136;2011;Mercedes-Benz C 200
140000;Citroen;Berlingo;Gasoline;Manual;Used;6500;120;2011;Citroen Berlingo
114976;Volkswagen;Polo;Gasoline;Manual;Used;6590;69;2011;Volkswagen Polo
158000;Opel;Insignia;Diesel;Manual;Used;6590;160;2011;Opel Insignia
38500;Ford;Fusion;Gasoline;Manual;Used;6650;80;2011;Ford Fusion
36100;Peugeot;207;Gasoline;Automatic;Used;6690;120;2011;Peugeot 207
131400;Volkswagen;Touran;Gasoline;Manual;Used;6800;105;2011;Volkswagen Touran
92000;Suzuki;Swift;Gasoline;Manual;Used;6850;94;2011;Suzuki Swift
220000;Alfa;Romeo 159;Diesel;Manual;Used;6850;170;2011;Alfa Romeo 159
108750;Opel;Astra;Gasoline;Manual;Used;6880;116;2011;Opel Astra
228729;Volkswagen;Touran;Diesel;Automatic;Used;6890;105;2011;Volkswagen Touran
61890;Peugeot;207;Gasoline;Manual;Used;6890;120;2011;Peugeot 207
94300;Suzuki;SX4;Gasoline;Manual;Used;6900;120;2011;Suzuki SX4
119000;Nissan;Juke;Gasoline;Manual;Used;6900;117;2011;Nissan Juke
114500;Peugeot;508;Gasoline;Manual;Used;6950;156;2011;Peugeot 508
167550;Skoda;Octavia;Diesel;Manual;Used;6950;105;2011;Skoda Octavia
114900;Volkswagen;Golf;Gasoline;Manual;Used;6950;80;2011;Volkswagen Golf
69320;Opel;Agila;Gasoline;Automatic;Used;6975;94;2011;Opel Agila
33000;Opel;Corsa;Gasoline;Manual;Used;6980;69;2012;Opel Corsa
89390;Nissan;Juke;Gasoline;Manual;Used;6985;117;2012;Nissan Juke
150000;Volkswagen;Golf Plus;Gasoline;Manual;Used;6990;122;2012;Volkswagen Golf Plus
139000;Hyundai;i30;Gasoline;Manual;Used;6990;109;2012;Hyundai i30
117005;Opel;Meriva;Diesel;Manual;Used;6990;131;2012;Opel Meriva
94378;Opel;Astra;Gasoline;Manual;Used;6990;140;2012;Opel Astra
67000;Fiat;500C;Gasoline;Manual;Used;6990;69;2012;Fiat 500C
255000;Volkswagen;Passat Variant;Diesel;Manual;Used;6999;170;2012;Volkswagen Passat Variant
125000;Volkswagen;Golf;Gasoline;Manual;Used;6999;105;2012;Volkswagen Golf
136600;Opel;Astra;Diesel;Manual;Used;7000;131;2012;Opel Astra
45051;Citroen;Berlingo;Diesel;Manual;Used;7000;75;2012;Citroen Berlingo
89012;SEAT;Leon;Gasoline;Manual;Used;7198;105;2012;SEAT Leon
93300;Volkswagen;Polo;Gasoline;Manual;Used;7200;69;2012;Volkswagen Polo
93125;Skoda;Roomster;Gasoline;Manual;Used;7250;105;2012;Skoda Roomster
122811;Volkswagen;Golf;Gasoline;Manual;Used;7300;122;2012;Volkswagen Golf
33000;Ford;Fiesta;Gasoline;Manual;Used;7330;82;2012;Ford Fiesta
73626;Citroen;C4;Gasoline;Automatic;Used;7350;156;2012;Citroen C4
98800;Skoda;Fabia;Gasoline;Manual;Used;7370;86;2012;Skoda Fabia
81208;Kia;Ceed / cee'd;Diesel;Manual;Used;7400;116;2012;Kia Ceed / cee'd
91000;Suzuki;Swift;Gasoline;Manual;Used;7400;136;2012;Suzuki Swift
57000;Fiat;500;Gasoline;Manual;Used;7650;69;2013;Fiat 500
92500;Volkswagen;Polo;Gasoline;Manual;Used;7650;90;2013;Volkswagen Polo
53700;Volkswagen;Polo;Gasoline;Manual;Used;7650;60;2013;Volkswagen Polo
99981;Nissan;Juke;Gasoline;Manual;Used;7650;117;2013;Nissan Juke
169600;Volkswagen;Touran;Diesel;Manual;Used;7650;105;2013;Volkswagen Touran
192390;Ford;Galaxy;Diesel;Manual;Used;7680;163;2013;Ford Galaxy
100465;Volkswagen;Golf Plus;Gasoline;Manual;Used;7750;105;2013;Volkswagen Golf Plus
82000;Honda;Civic;Gasoline;Manual;Used;7790;99;2013;Honda Civic
60000;Opel;Adam;Gasoline;Manual;Used;7790;87;2013;Opel Adam
96488;Opel;Zafira;Gasoline;Manual;Used;7790;116;2013;Opel Zafira
124700;Skoda;Yeti;Gasoline;Manual;Used;7800;105;2013;Skoda Yeti
96030;Opel;Insignia;Diesel;Automatic;Used;7880;131;2013;Opel Insignia
159900;Skoda;Octavia;Diesel;Automatic;Used;7900;105;2013;Skoda Octavia
221000;Volkswagen;Passat Variant;Diesel;Manual;Used;7900;140;2013;Volkswagen Passat Variant
192756;Volkswagen;Golf;Diesel;Manual;Used;7945;150;2013;Volkswagen Golf
134135;Ford;Focus;Gasoline;Manual;Used;7945;101;2013;Ford Focus
206394;Mercedes-Benz;B 200;Diesel;Automatic;Used;7980;136;2013;Mercedes-Benz B 200
88996;Opel;Meriva;Gasoline;Manual;Used;7980;120;2013;Opel Meriva
133900;Volkswagen;Golf;Diesel;Manual;Used;7990;105;2013;Volkswagen Golf
93230;Opel;Astra;Gasoline;Manual;Used;8490;120;2014;Opel Astra
140000;Opel;Zafira Tourer;Diesel;Manual;Used;8500;136;2014;Opel Zafira Tourer
72000;Hyundai;i30;Gasoline;Manual;Used;8500;99;2014;Hyundai i30
56200;Fiat;500L;CNG;Manual;Used;8550;86;2014;Fiat 500L
94000;Kia;Carens;Gasoline;Manual;Used;8590;135;2014;Kia Carens
63000;Opel;Meriva;Gasoline;Manual;Used;8590;120;2014;Opel Meriva
210000;Skoda;Superb;Diesel;Automatic;Used;8600;140;2014;Skoda Superb
64700;MINI;One;Gasoline;Manual;Used;8630;75;2014;MINI One
134084;Volkswagen;Golf;Diesel;Manual;Used;8650;105;2014;Volkswagen Golf
124900;Dacia;Duster;Diesel;Manual;Used;8690;109;2014;Dacia Duster
89499;Kia;Ceed SW / cee'd SW;Gasoline;Manual;Used;8690;99;2014;Kia Ceed SW / cee'd SW
97000;Hyundai;i40;Gasoline;Manual;Used;8750;135;2014;Hyundai i40
122000;Volkswagen;Polo;Diesel;Manual;Used;8790;90;2014;Volkswagen Polo
21936;smart;forTwo;Electric;Automatic;Used;8790;48;2014;smart forTwo
105192;Ford;C-Max;Diesel;Manual;Used;8800;116;2014;Ford C-Max
121200;Ford;C-Max;Diesel;Manual;Used;8800;116;2014;Ford C-Max
139865;Volkswagen;Beetle;Diesel;Manual;Used;8845;105;2014;Volkswagen Beetle
66336;Renault;Megane;Diesel;Manual;Used;8898;110;2014;Renault Megane
65400;Ford;Fiesta;Gasoline;Manual;Used;8900;80;2014;Ford Fiesta
164000;MINI;Cooper;Gasoline;Manual;Used;8950;136;2014;MINI Cooper
55982;smart;forTwo;Gasoline;Manual;Used;7990;71;2015;smart forTwo
43990;Ford;Fiesta;Gasoline;Manual;Used;7990;80;2015;Ford Fiesta
31974;Opel;Karl;Gasoline;Manual;Used;7990;75;2015;Opel Karl
96000;Peugeot;2008;Diesel;Manual;Used;8000;120;2015;Peugeot 2008
43000;smart;forTwo;Gasoline;Manual;Used;8100;90;2015;smart forTwo
94700;Opel;Astra;Gasoline;Manual;Used;8180;116;2015;Opel Astra
48180;Toyota;Aygo;Gasoline;Manual;Used;8250;69;2015;Toyota Aygo
71480;Ford;Fiesta;Gasoline;Manual;Used;8290;80;2015;Ford Fiesta
63018;Opel;Corsa;Gasoline;Manual;Used;8350;90;2015;Opel Corsa
123000;Ford;Focus;Gasoline;Manual;Used;8379;101;2015;Ford Focus
43221;Dacia;Sandero;Gasoline;Manual;Used;8390;90;2015;Dacia Sandero
99055;Ford;Focus;Diesel;Manual;Used;8399;95;2015;Ford Focus
168574;Opel;Insignia;Diesel;Automatic;Used;8400;163;2015;Opel Insignia
77243;Volkswagen;Polo;Gasoline;Manual;Used;8450;75;2015;Volkswagen Polo
56000;Skoda;Fabia;Gasoline;Manual;Used;8450;75;2015;Skoda Fabia
38989;Skoda;Fabia;Gasoline;Manual;Used;8450;90;2015;Skoda Fabia
60000;smart;forFour;Gasoline;Automatic;Used;8450;71;2015;smart forFour
63740;Kia;Ceed SW / cee'd SW;Gasoline;Manual;Used;8470;135;2015;Kia Ceed SW / cee'd SW
84233;Dacia;Duster;Gasoline;Manual;Used;8480;125;2015;Dacia Duster
143400;Dacia;Dokker;Gasoline;Manual;Used;8490;116;2015;Dacia Dokker
